Middle layer Super Output Areas Code,Middle layer Super Output Areas,Distance travelled to work (11 categories),Observation
E02006342,Epsom and Ewell 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",374
E02006343,Epsom and Ewell 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",469
E02006344,Guildford 001,"Works mainly at an offshore installation, in no fixed place, or outside the UK",543
E02006345,Guildford 002,"Works mainly at an offshore installation, in no fixed place, or outside the UK",655
E02006346,Guildford 003,"Works mainly at an offshore installation, in no fixed place, or outside the UK",495
E02006347,Guildford 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",582
E02006348,Guildford 005,"Works mainly at an offshore installation, in no fixed place, or outside the UK",619
E02006349,Guildford 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",526
E02006350,Guildford 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",599
E02006351,Guildford 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",510
E02006352,Guildford 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",440
E02006353,Guildford 010,"Works mainly at an offshore installation, in no fixed place, or outside the UK",542
E02006354,Guildford 011,"Works mainly at an offshore installation, in no fixed place, or outside the UK",346
E02006355,Guildford 012,"Works mainly at an offshore installation, in no fixed place, or outside the UK",487
E02006356,Guildford 013,"Works mainly at an offshore installation, in no fixed place, or outside the UK",567
E02006357,Guildford 014,"Works mainly at an offshore installation, in no fixed place, or outside the UK",614
E02006358,Guildford 015,"Works mainly at an offshore installation, in no fixed place, or outside the UK",257
E02006359,Guildford 016,"Works mainly at an offshore installation, in no fixed place, or outside the UK",166
E02006360,Guildford 017,"Works mainly at an offshore installation, in no fixed place, or outside the UK",426
E02006361,Guildford 018,"Works mainly at an offshore installation, in no fixed place, or outside the UK",340
E02006362,Mole Valley 001,"Works mainly at an offshore installation, in no fixed place, or outside the UK",333
E02006363,Mole Valley 002,"Works mainly at an offshore installation, in no fixed place, or outside the UK",317
E02006364,Mole Valley 003,"Works mainly at an offshore installation, in no fixed place, or outside the UK",594
E02006365,Mole Valley 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",311
E02006366,Mole Valley 005,"Works mainly at an offshore installation, in no fixed place, or outside the UK",566
E02006367,Mole Valley 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",336
E02006368,Mole Valley 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",363
E02006369,Mole Valley 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",498
E02006370,Mole Valley 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",426
E02006371,Mole Valley 010,"Works mainly at an offshore installation, in no fixed place, or outside the UK",449
E02006372,Mole Valley 011,"Works mainly at an offshore installation, in no fixed place, or outside the UK",603
E02006373,Mole Valley 012,"Works mainly at an offshore installation, in no fixed place, or outside the UK",641
E02006374,Mole Valley 013,"Works mainly at an offshore installation, in no fixed place, or outside the UK",683
E02006375,Reigate and Banstead 001,"Works mainly at an offshore installation, in no fixed place, or outside the UK",496
E02006376,Reigate and Banstead 002,"Works mainly at an offshore installation, in no fixed place, or outside the UK",635
E02006377,Reigate and Banstead 003,"Works mainly at an offshore installation, in no fixed place, or outside the UK",452
E02006378,Reigate and Banstead 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",688
E02006379,Reigate and Banstead 005,"Works mainly at an offshore installation, in no fixed place, or outside the UK",622
E02006380,Reigate and Banstead 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",420
E02006381,Reigate and Banstead 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",530
E02006382,Reigate and Banstead 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",518
E02006383,Reigate and Banstead 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",420
E02006384,Reigate and Banstead 010,"Works mainly at an offshore installation, in no fixed place, or outside the UK",587
E02006385,Reigate and Banstead 011,"Works mainly at an offshore installation, in no fixed place, or outside the UK",680
E02006386,Reigate and Banstead 012,"Works mainly at an offshore installation, in no fixed place, or outside the UK",332
E02006387,Reigate and Banstead 013,"Works mainly at an offshore installation, in no fixed place, or outside the UK",437
E02006388,Reigate and Banstead 014,"Works mainly at an offshore installation, in no fixed place, or outside the UK",624
E02006389,Reigate and Banstead 015,"Works mainly at an offshore installation, in no fixed place, or outside the UK",639
E02006390,Reigate and Banstead 016,"Works mainly at an offshore installation, in no fixed place, or outside the UK",836
E02006391,Reigate and Banstead 017,"Works mainly at an offshore installation, in no fixed place, or outside the UK",544
E02006392,Reigate and Banstead 018,"Works mainly at an offshore installation, in no fixed place, or outside the UK",748
E02006393,Runnymede 001,"Works mainly at an offshore installation, in no fixed place, or outside the UK",369
E02006394,Runnymede 002,"Works mainly at an offshore installation, in no fixed place, or outside the UK",477
E02006395,Runnymede 003,"Works mainly at an offshore installation, in no fixed place, or outside the UK",814
E02006396,Runnymede 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",461
E02006397,Runnymede 005,"Works mainly at an offshore installation, in no fixed place, or outside the UK",312
E02006398,Runnymede 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",719
E02006399,Runnymede 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",933
E02006400,Runnymede 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",402
E02006401,Runnymede 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",843
E02006402,Runnymede 010,"Works mainly at an offshore installation, in no fixed place, or outside the UK",722
E02006403,Spelthorne 001,"Works mainly at an offshore installation, in no fixed place, or outside the UK",545
E02006404,Spelthorne 002,"Works mainly at an offshore installation, in no fixed place, or outside the UK",636
E02006405,Spelthorne 003,"Works mainly at an offshore installation, in no fixed place, or outside the UK",829
E02006406,Spelthorne 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",648
E02006407,Spelthorne 005,"Works mainly at an offshore installation, in no fixed place, or outside the UK",700
E02006408,Spelthorne 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",795
E02006409,Spelthorne 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",535
E02006410,Spelthorne 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",683
E02006411,Spelthorne 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",504
E02006412,Spelthorne 010,"Works mainly at an offshore installation, in no fixed place, or outside the UK",457
E02006413,Spelthorne 011,"Works mainly at an offshore installation, in no fixed place, or outside the UK",476
E02006414,Spelthorne 012,"Works mainly at an offshore installation, in no fixed place, or outside the UK",525
E02006415,Spelthorne 013,"Works mainly at an offshore installation, in no fixed place, or outside the UK",466
E02006416,Surrey Heath 001,"Works mainly at an offshore installation, in no fixed place, or outside the UK",474
E02006417,Surrey Heath 002,"Works mainly at an offshore installation, in no fixed place, or outside the UK",410
E02006418,Surrey Heath 003,"Works mainly at an offshore installation, in no fixed place, or outside the UK",409
E02006419,Surrey Heath 004,"Works mainly at an offshore installation, in no fixed place, or outside the UK",609
E02006420,Surrey Heath 005,"Works mainly at an offshore installation, in no fixed place, or outside the UK",347
E02006421,Surrey Heath 006,"Works mainly at an offshore installation, in no fixed place, or outside the UK",589
E02006422,Surrey Heath 007,"Works mainly at an offshore installation, in no fixed place, or outside the UK",301
E02006423,Surrey Heath 008,"Works mainly at an offshore installation, in no fixed place, or outside the UK",798
E02006424,Surrey Heath 009,"Works mainly at an offshore installation, in no fixed place, or outside the UK",399
E02006425,Surrey Heath 010,"Works mainly at an offshore installation, in no fixed place, or outside the UK",416
